WARNING: Could not fetch server CONFIG
 
SET: rps=0.0 (overall: -nan) avg_msec=-nan (overall: -nan)
                                                           
SET: rps=968.1 (overall: 998.4) avg_msec=51.743 (overall: 50.052)
                                                                  
SET: rps=1060.0 (overall: 998.6) avg_msec=47.533 (overall: 50.043)
                                                                   
SET: rps=956.2 (overall: 998.5) avg_msec=51.620 (overall: 50.048)
                                                                  
SET: rps=980.0 (overall: 998.4) avg_msec=51.308 (overall: 50.053)
                                                                  
SET: rps=980.1 (overall: 998.3) avg_msec=51.258 (overall: 50.056)
                                                                  
SET: rps=992.1 (overall: 998.3) avg_msec=49.851 (overall: 50.056)
                                                                  
SET: rps=1004.0 (overall: 998.3) avg_msec=50.273 (overall: 50.056)
                                                                   
SET: rps=1048.0 (overall: 998.5) avg_msec=47.814 (overall: 50.049)
                                                                   
SET: rps=1055.8 (overall: 998.7) avg_msec=46.835 (overall: 50.038)
                                                                   
SET: rps=992.0 (overall: 998.7) avg_msec=50.770 (overall: 50.040)
                                                                  
SET: rps=964.1 (overall: 998.6) avg_msec=51.246 (overall: 50.044)
                                                                  
SET: rps=1000.0 (overall: 998.6) avg_msec=50.332 (overall: 50.045)
                                                                   
SET: rps=976.0 (overall: 998.5) avg_msec=51.349 (overall: 50.049)
                                                                  
SET: rps=1015.9 (overall: 998.5) avg_msec=48.901 (overall: 50.045)
                                                                   
SET: rps=956.0 (overall: 998.4) avg_msec=52.517 (overall: 50.053)
                                                                  
SET: rps=976.1 (overall: 998.3) avg_msec=51.455 (overall: 50.057)
                                                                  
SET: rps=960.2 (overall: 998.2) avg_msec=51.477 (overall: 50.061)
                                                                  
SET: rps=952.2 (overall: 998.1) avg_msec=52.577 (overall: 50.069)
                                                                  
SET: rps=936.0 (overall: 997.9) avg_msec=53.180 (overall: 50.078)
                                                                  
SET: rps=1059.8 (overall: 998.1) avg_msec=47.570 (overall: 50.070)
                                                                   
SET: rps=1012.0 (overall: 998.1) avg_msec=49.299 (overall: 50.067)
                                                                   
SET: rps=1008.0 (overall: 998.1) avg_msec=49.705 (overall: 50.066)
                                                                   
SET: rps=1043.8 (overall: 998.3) avg_msec=48.169 (overall: 50.060)
                                                                   
SET: rps=1068.0 (overall: 998.5) avg_msec=46.897 (overall: 50.050)
                                                                   
SET: rps=1008.0 (overall: 998.5) avg_msec=49.022 (overall: 50.046)
                                                                   
SET: rps=988.0 (overall: 998.5) avg_msec=50.657 (overall: 50.048)
                                                                  
SET: rps=1008.0 (overall: 998.5) avg_msec=49.832 (overall: 50.048)
                                                                   
SET: rps=968.1 (overall: 998.4) avg_msec=51.584 (overall: 50.052)
                                                                  
SET: rps=996.0 (overall: 998.4) avg_msec=50.692 (overall: 50.054)
                                                                  
SET: rps=988.0 (overall: 998.4) avg_msec=50.051 (overall: 50.054)
                                                                  
SET: rps=956.2 (overall: 998.3) avg_msec=52.042 (overall: 50.060)
                                                                  
SET: rps=936.3 (overall: 998.1) avg_msec=53.447 (overall: 50.069)
                                                                  
SET: rps=984.0 (overall: 998.0) avg_msec=50.743 (overall: 50.071)
                                                                  
SET: rps=992.0 (overall: 998.0) avg_msec=51.121 (overall: 50.075)
                                                                  
SET: rps=988.0 (overall: 998.0) avg_msec=49.770 (overall: 50.074)
                                                                  
SET: rps=940.5 (overall: 997.8) avg_msec=53.237 (overall: 50.083)
                                                                  
SET: rps=972.0 (overall: 997.7) avg_msec=51.503 (overall: 50.087)
                                                                  
SET: rps=976.0 (overall: 997.7) avg_msec=51.558 (overall: 50.091)
                                                                  
SET: rps=992.0 (overall: 997.7) avg_msec=50.062 (overall: 50.091)
                                                                  
SET: rps=1016.0 (overall: 997.7) avg_msec=49.584 (overall: 50.089)
                                                                   
SET: rps=1035.9 (overall: 997.8) avg_msec=48.392 (overall: 50.084)
                                                                   
SET: rps=1000.0 (overall: 997.8) avg_msec=49.836 (overall: 50.083)
                                                                   
SET: rps=996.0 (overall: 997.8) avg_msec=50.093 (overall: 50.084)
                                                                  
SET: rps=1031.9 (overall: 997.9) avg_msec=48.753 (overall: 50.079)
                                                                   
SET: rps=1023.9 (overall: 998.0) avg_msec=48.732 (overall: 50.075)
                                                                   
SET: rps=1019.9 (overall: 998.1) avg_msec=49.180 (overall: 50.073)
                                                                   
SET: rps=1108.0 (overall: 998.4) avg_msec=44.984 (overall: 50.057)
                                                                   
SET: rps=1092.0 (overall: 998.7) avg_msec=45.857 (overall: 50.043)
                                                                   
SET: rps=956.2 (overall: 998.5) avg_msec=51.522 (overall: 50.047)
                                                                  
SET: rps=1000.0 (overall: 998.5) avg_msec=50.202 (overall: 50.048)
                                                                   
SET: rps=964.1 (overall: 998.4) avg_msec=51.816 (overall: 50.053)
                                                                  
SET: rps=968.1 (overall: 998.4) avg_msec=51.845 (overall: 50.058)
                                                                  
SET: rps=1015.9 (overall: 998.4) avg_msec=49.498 (overall: 50.056)
                                                                   
SET: rps=948.4 (overall: 998.3) avg_msec=51.727 (overall: 50.061)
                                                                  
SET: rps=800.0 (overall: 997.7) avg_msec=63.094 (overall: 50.090)
                                                                  
SET: rps=960.2 (overall: 997.6) avg_msec=52.049 (overall: 50.095)
                                                                  
SET: rps=956.2 (overall: 997.5) avg_msec=52.054 (overall: 50.101)
                                                                  
SET: rps=972.0 (overall: 997.4) avg_msec=51.707 (overall: 50.105)
                                                                  
SET: rps=976.1 (overall: 997.3) avg_msec=51.308 (overall: 50.108)
                                                                  
SET: rps=984.0 (overall: 997.3) avg_msec=50.970 (overall: 50.111)
                                                                  
SET: rps=1004.0 (overall: 997.3) avg_msec=49.760 (overall: 50.110)
                                                                   
SET: rps=1004.0 (overall: 997.3) avg_msec=49.833 (overall: 50.109)
                                                                   
SET: rps=960.2 (overall: 997.2) avg_msec=51.668 (overall: 50.113)
                                                                  
SET: rps=1019.9 (overall: 997.3) avg_msec=49.262 (overall: 50.111)
                                                                   
SET: rps=1027.9 (overall: 997.4) avg_msec=48.590 (overall: 50.106)
                                                                   
SET: rps=992.0 (overall: 997.4) avg_msec=49.927 (overall: 50.106)
                                                                  
SET: rps=964.0 (overall: 997.3) avg_msec=51.969 (overall: 50.111)
                                                                  
SET: rps=900.4 (overall: 997.0) avg_msec=55.104 (overall: 50.123)
                                                                  
SET: rps=944.2 (overall: 996.9) avg_msec=53.654 (overall: 50.132)
                                                                  
SET: rps=1035.9 (overall: 997.0) avg_msec=48.186 (overall: 50.127)
                                                                   
SET: rps=996.0 (overall: 997.0) avg_msec=50.116 (overall: 50.127)
                                                                  
SET: rps=980.1 (overall: 996.9) avg_msec=50.988 (overall: 50.129)
                                                                  
SET: rps=1012.0 (overall: 997.0) avg_msec=49.768 (overall: 50.128)
                                                                   
SET: rps=996.0 (overall: 997.0) avg_msec=49.917 (overall: 50.127)
                                                                  
SET: rps=972.1 (overall: 996.9) avg_msec=51.225 (overall: 50.130)
                                                                  
SET: rps=1016.0 (overall: 997.0) avg_msec=49.965 (overall: 50.130)
                                                                   
SET: rps=980.1 (overall: 996.9) avg_msec=50.756 (overall: 50.131)
                                                                  
SET: rps=952.2 (overall: 996.8) avg_msec=51.829 (overall: 50.136)
                                                                  
SET: rps=1000.0 (overall: 996.8) avg_msec=50.363 (overall: 50.136)
                                                                   
SET: rps=964.0 (overall: 996.7) avg_msec=51.731 (overall: 50.140)
                                                                  
SET: rps=1008.0 (overall: 996.7) avg_msec=49.713 (overall: 50.139)
                                                                   
SET: rps=980.0 (overall: 996.7) avg_msec=51.277 (overall: 50.142)
                                                                  
SET: rps=960.2 (overall: 996.6) avg_msec=51.587 (overall: 50.146)
                                                                  
SET: rps=976.0 (overall: 996.6) avg_msec=51.020 (overall: 50.148)
                                                                  
SET: rps=960.2 (overall: 996.5) avg_msec=52.261 (overall: 50.153)
                                                                  
SET: rps=936.3 (overall: 996.3) avg_msec=53.084 (overall: 50.161)
                                                                  
SET: rps=972.0 (overall: 996.2) avg_msec=51.822 (overall: 50.165)
                                                                  
SET: rps=988.0 (overall: 996.2) avg_msec=50.727 (overall: 50.166)
                                                                  
SET: rps=984.0 (overall: 996.2) avg_msec=50.828 (overall: 50.168)
                                                                  
SET: rps=988.0 (overall: 996.2) avg_msec=50.468 (overall: 50.169)
                                                                  
SET: rps=1019.9 (overall: 996.2) avg_msec=48.946 (overall: 50.165)
                                                                   
SET: rps=976.1 (overall: 996.2) avg_msec=51.197 (overall: 50.168)
                                                                  
SET: rps=980.1 (overall: 996.1) avg_msec=50.898 (overall: 50.170)
                                                                  
SET: rps=956.2 (overall: 996.0) avg_msec=52.348 (overall: 50.175)
                                                                  
SET: rps=792.8 (overall: 995.5) avg_msec=61.950 (overall: 50.199)
                                                                  
SET: rps=1019.9 (overall: 995.6) avg_msec=49.612 (overall: 50.197)
                                                                   
SET: rps=964.0 (overall: 995.5) avg_msec=52.179 (overall: 50.202)
                                                                  
SET: rps=952.2 (overall: 995.4) avg_msec=52.318 (overall: 50.207)
                                                                  
SET: rps=976.0 (overall: 995.3) avg_msec=51.523 (overall: 50.211)
                                                                  
SET: rps=992.0 (overall: 995.3) avg_msec=50.066 (overall: 50.210)
                                                                  
SET: rps=1036.0 (overall: 995.4) avg_msec=48.544 (overall: 50.206)
                                                                   
SET: rps=972.1 (overall: 995.4) avg_msec=51.367 (overall: 50.209)
                                                                  
SET: rps=980.1 (overall: 995.3) avg_msec=51.328 (overall: 50.212)
                                                                  
SET: rps=1015.9 (overall: 995.4) avg_msec=49.203 (overall: 50.209)
                                                                   
SET: rps=984.1 (overall: 995.4) avg_msec=50.647 (overall: 50.210)
                                                                  
SET: rps=1019.9 (overall: 995.4) avg_msec=48.589 (overall: 50.206)
                                                                   
SET: rps=976.1 (overall: 995.4) avg_msec=51.501 (overall: 50.209)
                                                                  
SET: rps=996.0 (overall: 995.4) avg_msec=50.226 (overall: 50.209)
                                                                  
SET: rps=968.1 (overall: 995.3) avg_msec=51.935 (overall: 50.213)
                                                                  
SET: rps=1004.0 (overall: 995.3) avg_msec=49.746 (overall: 50.212)
                                                                   
SET: rps=992.0 (overall: 995.3) avg_msec=50.223 (overall: 50.212)
                                                                  
SET: rps=996.0 (overall: 995.3) avg_msec=50.313 (overall: 50.212)
                                                                  
SET: rps=1019.9 (overall: 995.4) avg_msec=48.596 (overall: 50.208)
                                                                   
SET: rps=1008.0 (overall: 995.4) avg_msec=49.771 (overall: 50.207)
                                                                   
SET: rps=984.1 (overall: 995.4) avg_msec=51.075 (overall: 50.209)
                                                                  
SET: rps=1008.0 (overall: 995.4) avg_msec=49.611 (overall: 50.208)
                                                                   
SET: rps=1012.0 (overall: 995.5) avg_msec=49.288 (overall: 50.206)
                                                                   
SET: rps=1028.0 (overall: 995.5) avg_msec=48.791 (overall: 50.202)
                                                                   
SET: rps=992.0 (overall: 995.5) avg_msec=50.233 (overall: 50.202)
                                                                  
SET: rps=1039.8 (overall: 995.6) avg_msec=48.008 (overall: 50.197)
                                                                   
SET: rps=992.0 (overall: 995.6) avg_msec=50.859 (overall: 50.198)
                                                                  
SET: rps=1039.8 (overall: 995.7) avg_msec=47.963 (overall: 50.193)
                                                                   
SET: rps=1063.7 (overall: 995.9) avg_msec=46.300 (overall: 50.183)
                                                                   
SET: rps=976.0 (overall: 995.8) avg_msec=51.600 (overall: 50.186)
                                                                  
SET: rps=976.0 (overall: 995.8) avg_msec=51.306 (overall: 50.189)
                                                                  
SET: rps=972.1 (overall: 995.7) avg_msec=51.448 (overall: 50.192)
                                                                  
SET: rps=980.1 (overall: 995.7) avg_msec=50.702 (overall: 50.193)
                                                                  
SET: rps=960.0 (overall: 995.6) avg_msec=51.941 (overall: 50.197)
                                                                  
SET: rps=936.0 (overall: 995.5) avg_msec=53.698 (overall: 50.204)
                                                                  
SET: rps=936.3 (overall: 995.3) avg_msec=53.170 (overall: 50.211)
                                                                  
SET: rps=960.0 (overall: 995.3) avg_msec=52.207 (overall: 50.215)
                                                                  
SET: rps=928.3 (overall: 995.1) avg_msec=53.068 (overall: 50.222)
                                                                  
SET: rps=1023.9 (overall: 995.2) avg_msec=49.556 (overall: 50.220)
                                                                   
SET: rps=932.3 (overall: 995.0) avg_msec=53.045 (overall: 50.226)
                                                                  
SET: rps=996.0 (overall: 995.0) avg_msec=50.660 (overall: 50.227)
                                                                  
SET: rps=968.1 (overall: 995.0) avg_msec=51.655 (overall: 50.230)
                                                                  
SET: rps=972.0 (overall: 994.9) avg_msec=51.292 (overall: 50.233)
                                                                  
SET: rps=988.1 (overall: 994.9) avg_msec=50.531 (overall: 50.233)
                                                                  
SET: rps=968.0 (overall: 994.8) avg_msec=52.031 (overall: 50.237)
                                                                  
SET: rps=972.1 (overall: 994.8) avg_msec=51.345 (overall: 50.240)
                                                                  
SET: rps=1015.9 (overall: 994.8) avg_msec=49.244 (overall: 50.238)
                                                                   
SET: rps=916.3 (overall: 994.7) avg_msec=54.266 (overall: 50.246)
                                                                  
SET: rps=992.0 (overall: 994.6) avg_msec=50.750 (overall: 50.247)
                                                                  
SET: rps=1067.7 (overall: 994.8) avg_msec=47.134 (overall: 50.240)
                                                                   
SET: rps=1008.0 (overall: 994.8) avg_msec=49.614 (overall: 50.238)
                                                                   
SET: rps=1020.0 (overall: 994.9) avg_msec=48.683 (overall: 50.235)
                                                                   
SET: rps=996.0 (overall: 994.9) avg_msec=49.990 (overall: 50.234)
                                                                  
SET: rps=1016.0 (overall: 994.9) avg_msec=49.282 (overall: 50.232)
                                                                   
SET: rps=1004.0 (overall: 995.0) avg_msec=50.216 (overall: 50.232)
                                                                   
SET: rps=984.0 (overall: 994.9) avg_msec=50.283 (overall: 50.232)
                                                                  
SET: rps=1012.0 (overall: 995.0) avg_msec=49.856 (overall: 50.231)
                                                                   
SET: rps=988.0 (overall: 995.0) avg_msec=50.485 (overall: 50.232)
                                                                  
SET: rps=988.0 (overall: 995.0) avg_msec=50.561 (overall: 50.232)
                                                                  
SET: rps=1019.9 (overall: 995.0) avg_msec=48.830 (overall: 50.229)
                                                                   
SET: rps=1047.8 (overall: 995.1) avg_msec=48.255 (overall: 50.225)
                                                                   
SET: rps=992.1 (overall: 995.1) avg_msec=49.640 (overall: 50.223)
                                                                  
SET: rps=1012.0 (overall: 995.2) avg_msec=49.737 (overall: 50.222)
                                                                   
SET: rps=1028.0 (overall: 995.2) avg_msec=48.444 (overall: 50.218)
                                                                   
SET: rps=976.2 (overall: 995.2) avg_msec=50.791 (overall: 50.219)
                                                                  
SET: rps=1004.0 (overall: 995.2) avg_msec=50.280 (overall: 50.220)
                                                                   
SET: rps=1023.9 (overall: 995.3) avg_msec=48.638 (overall: 50.216)
                                                                   
SET: rps=1004.0 (overall: 995.3) avg_msec=49.928 (overall: 50.215)
                                                                   
SET: rps=1075.7 (overall: 995.5) avg_msec=46.967 (overall: 50.208)
                                                                   
SET: rps=1040.0 (overall: 995.6) avg_msec=47.821 (overall: 50.202)
                                                                   
SET: rps=1075.7 (overall: 995.7) avg_msec=46.392 (overall: 50.193)
                                                                   
SET: rps=996.0 (overall: 995.7) avg_msec=50.153 (overall: 50.193)
                                                                  
SET: rps=1031.9 (overall: 995.8) avg_msec=48.449 (overall: 50.190)
                                                                   
SET: rps=1020.0 (overall: 995.9) avg_msec=49.080 (overall: 50.187)
                                                                   
SET: rps=988.0 (overall: 995.8) avg_msec=50.042 (overall: 50.187)
                                                                  
SET: rps=1012.0 (overall: 995.9) avg_msec=49.752 (overall: 50.186)
                                                                   
SET: rps=1063.7 (overall: 996.0) avg_msec=47.175 (overall: 50.179)
                                                                   
SET: rps=1000.0 (overall: 996.0) avg_msec=49.923 (overall: 50.178)
                                                                   
SET: rps=992.0 (overall: 996.0) avg_msec=50.327 (overall: 50.179)
                                                                  
SET: rps=956.2 (overall: 995.9) avg_msec=51.150 (overall: 50.181)
                                                                  
SET: rps=1032.0 (overall: 996.0) avg_msec=49.678 (overall: 50.180)
                                                                   
SET: rps=1004.0 (overall: 996.0) avg_msec=49.587 (overall: 50.178)
                                                                   
SET: rps=1000.0 (overall: 996.0) avg_msec=49.928 (overall: 50.178)
                                                                   
SET: rps=960.2 (overall: 996.0) avg_msec=51.727 (overall: 50.181)
                                                                  
SET: rps=996.0 (overall: 996.0) avg_msec=50.586 (overall: 50.182)
                                                                  
SET: rps=972.1 (overall: 995.9) avg_msec=50.987 (overall: 50.183)
                                                                  
SET: rps=1032.0 (overall: 996.0) avg_msec=48.898 (overall: 50.181)
                                                                   
SET: rps=1012.0 (overall: 996.0) avg_msec=49.322 (overall: 50.179)
                                                                   
SET: rps=1075.7 (overall: 996.2) avg_msec=46.978 (overall: 50.172)
                                                                   
SET: rps=1004.0 (overall: 996.2) avg_msec=48.827 (overall: 50.169)
                                                                   
SET: rps=1028.0 (overall: 996.3) avg_msec=49.232 (overall: 50.167)
                                                                   
SET: rps=1008.0 (overall: 996.3) avg_msec=49.106 (overall: 50.165)
                                                                   
SET: rps=1012.0 (overall: 996.3) avg_msec=49.916 (overall: 50.164)
                                                                   
SET: rps=1035.9 (overall: 996.4) avg_msec=47.931 (overall: 50.159)
                                                                   
SET: rps=1040.0 (overall: 996.5) avg_msec=48.357 (overall: 50.156)
                                                                   
SET: rps=1075.7 (overall: 996.7) avg_msec=46.695 (overall: 50.148)
                                                                   
SET: rps=1060.0 (overall: 996.8) avg_msec=47.029 (overall: 50.141)
                                                                   
SET: rps=988.0 (overall: 996.8) avg_msec=50.149 (overall: 50.141)
                                                                  
SET: rps=1004.0 (overall: 996.8) avg_msec=49.961 (overall: 50.141)
                                                                   
SET: rps=988.0 (overall: 996.8) avg_msec=50.297 (overall: 50.141)
                                                                  
SET: rps=1004.0 (overall: 996.8) avg_msec=50.177 (overall: 50.141)
                                                                   
SET: rps=984.1 (overall: 996.8) avg_msec=50.252 (overall: 50.141)
                                                                  
SET: rps=996.0 (overall: 996.8) avg_msec=50.710 (overall: 50.143)
                                                                  
SET: rps=1004.0 (overall: 996.8) avg_msec=49.510 (overall: 50.141)
                                                                   
SET: rps=1004.0 (overall: 996.8) avg_msec=49.950 (overall: 50.141)
                                                                   
SET: rps=1008.0 (overall: 996.8) avg_msec=49.946 (overall: 50.141)
                                                                   
SET: rps=980.1 (overall: 996.8) avg_msec=50.446 (overall: 50.141)
                                                                  
SET: rps=976.1 (overall: 996.7) avg_msec=51.247 (overall: 50.143)
                                                                  
SET: rps=1023.9 (overall: 996.8) avg_msec=49.104 (overall: 50.141)
                                                                   
SET: rps=1055.8 (overall: 996.9) avg_msec=47.196 (overall: 50.135)
                                                                   
SET: rps=1004.0 (overall: 996.9) avg_msec=50.034 (overall: 50.135)
                                                                   
SET: rps=980.1 (overall: 996.9) avg_msec=50.966 (overall: 50.136)
                                                                  
SET: rps=1031.9 (overall: 996.9) avg_msec=48.580 (overall: 50.133)
                                                                   
SET: rps=936.0 (overall: 996.8) avg_msec=52.854 (overall: 50.138)
                                                                  
SET: rps=992.0 (overall: 996.8) avg_msec=50.767 (overall: 50.139)
                                                                  
SET: rps=1015.9 (overall: 996.9) avg_msec=49.489 (overall: 50.138)
                                                                   
SET: rps=1055.8 (overall: 997.0) avg_msec=47.230 (overall: 50.132)
                                                                   
SET: rps=1012.0 (overall: 997.0) avg_msec=48.893 (overall: 50.130)
                                                                   
SET: rps=980.0 (overall: 997.0) avg_msec=51.360 (overall: 50.132)
                                                                  
SET: rps=1000.0 (overall: 997.0) avg_msec=49.842 (overall: 50.131)
                                                                   
SET: rps=1052.0 (overall: 997.1) avg_msec=48.173 (overall: 50.127)
                                                                   
SET: rps=1008.0 (overall: 997.1) avg_msec=48.750 (overall: 50.125)
                                                                   
SET: rps=1044.0 (overall: 997.2) avg_msec=48.356 (overall: 50.121)
                                                                   
SET: rps=1047.8 (overall: 997.3) avg_msec=47.691 (overall: 50.116)
                                                                   
SET: rps=1063.7 (overall: 997.4) avg_msec=46.937 (overall: 50.110)
                                                                   
SET: rps=1023.9 (overall: 997.5) avg_msec=48.382 (overall: 50.106)
                                                                   
SET: rps=960.0 (overall: 997.4) avg_msec=52.139 (overall: 50.110)
                                                                  
SET: rps=980.1 (overall: 997.4) avg_msec=51.043 (overall: 50.112)
                                                                  
SET: rps=896.4 (overall: 997.2) avg_msec=55.883 (overall: 50.122)
                                                                  
SET: rps=968.1 (overall: 997.1) avg_msec=51.485 (overall: 50.124)
                                                                  
SET: rps=1004.0 (overall: 997.1) avg_msec=50.309 (overall: 50.125)
                                                                   
SET: rps=1004.0 (overall: 997.1) avg_msec=49.347 (overall: 50.123)
                                                                   
SET: rps=1087.6 (overall: 997.3) avg_msec=46.362 (overall: 50.115)
                                                                   
SET: rps=1027.9 (overall: 997.4) avg_msec=48.600 (overall: 50.112)
                                                                   
SET: rps=972.1 (overall: 997.3) avg_msec=50.781 (overall: 50.114)
                                                                  
SET: rps=1028.0 (overall: 997.4) avg_msec=49.192 (overall: 50.112)
                                                                   
SET: rps=1059.8 (overall: 997.5) avg_msec=47.326 (overall: 50.106)
                                                                   
SET: rps=1043.8 (overall: 997.6) avg_msec=47.135 (overall: 50.100)
                                                                   
SET: rps=1004.0 (overall: 997.6) avg_msec=50.451 (overall: 50.101)
                                                                   
SET: rps=1075.7 (overall: 997.7) avg_msec=46.384 (overall: 50.093)
                                                                   
SET: rps=1028.0 (overall: 997.8) avg_msec=48.684 (overall: 50.091)
                                                                   
SET: rps=1031.9 (overall: 997.9) avg_msec=48.361 (overall: 50.087)
                                                                   
SET: rps=1027.9 (overall: 997.9) avg_msec=48.619 (overall: 50.085)
                                                                   
SET: rps=1008.0 (overall: 997.9) avg_msec=49.379 (overall: 50.083)
                                                                   
SET: rps=992.0 (overall: 997.9) avg_msec=50.712 (overall: 50.084)
                                                                  
SET: rps=1039.8 (overall: 998.0) avg_msec=47.823 (overall: 50.080)
                                                                   
SET: rps=992.0 (overall: 998.0) avg_msec=50.282 (overall: 50.080)
                                                                  
SET: rps=968.1 (overall: 997.9) avg_msec=51.446 (overall: 50.083)
                                                                  
SET: rps=960.0 (overall: 997.9) avg_msec=52.135 (overall: 50.086)
                                                                  
SET: rps=996.0 (overall: 997.9) avg_msec=50.618 (overall: 50.087)
                                                                  
SET: rps=1008.0 (overall: 997.9) avg_msec=49.081 (overall: 50.086)
                                                                   
SET: rps=952.2 (overall: 997.8) avg_msec=52.279 (overall: 50.089)
                                                                  
SET: rps=1031.9 (overall: 997.9) avg_msec=49.189 (overall: 50.088)
                                                                   
SET: rps=980.1 (overall: 997.8) avg_msec=50.775 (overall: 50.089)
                                                                  
SET: rps=976.0 (overall: 997.8) avg_msec=51.158 (overall: 50.091)
                                                                  
SET: rps=972.1 (overall: 997.7) avg_msec=51.540 (overall: 50.093)
                                                                  
SET: rps=972.1 (overall: 997.7) avg_msec=51.299 (overall: 50.096)
                                                                  
SET: rps=1000.0 (overall: 997.7) avg_msec=49.904 (overall: 50.095)
                                                                   
SET: rps=948.4 (overall: 997.6) avg_msec=52.375 (overall: 50.099)
                                                                  
SET: rps=808.0 (overall: 997.3) avg_msec=62.253 (overall: 50.117)
                                                                  
SET: rps=964.1 (overall: 997.2) avg_msec=51.496 (overall: 50.119)
                                                                  
SET: rps=968.0 (overall: 997.2) avg_msec=52.289 (overall: 50.123)
                                                                  
SET: rps=992.0 (overall: 997.2) avg_msec=50.415 (overall: 50.124)
                                                                  
SET: rps=1044.0 (overall: 997.2) avg_msec=47.516 (overall: 50.119)
                                                                   
SET: rps=1012.0 (overall: 997.3) avg_msec=49.496 (overall: 50.118)
                                                                   
SET: rps=956.2 (overall: 997.2) avg_msec=52.185 (overall: 50.121)
                                                                  
SET: rps=976.0 (overall: 997.2) avg_msec=51.500 (overall: 50.124)
                                                                  
SET: rps=1015.9 (overall: 997.2) avg_msec=49.320 (overall: 50.122)
                                                                   
SET: rps=1039.8 (overall: 997.3) avg_msec=48.296 (overall: 50.119)
                                                                   
SET: rps=1015.9 (overall: 997.3) avg_msec=48.863 (overall: 50.116)
                                                                   
SET: rps=1023.9 (overall: 997.3) avg_msec=49.109 (overall: 50.115)
                                                                   
SET: rps=1087.6 (overall: 997.5) avg_msec=46.006 (overall: 50.107)
                                                                   
SET: rps=1088.0 (overall: 997.7) avg_msec=45.867 (overall: 50.098)
                                                                   
SET: rps=1059.8 (overall: 997.8) avg_msec=47.178 (overall: 50.093)
                                                                   
SET: rps=1079.7 (overall: 997.9) avg_msec=46.207 (overall: 50.086)
                                                                   
SET: rps=1088.0 (overall: 998.1) avg_msec=46.176 (overall: 50.078)
                                                                   
SET: rps=1067.7 (overall: 998.2) avg_msec=46.191 (overall: 50.071)
                                                                   
SET: rps=896.0 (overall: 998.0) avg_msec=56.180 (overall: 50.080)
                                                                  
SET: rps=1023.9 (overall: 998.1) avg_msec=48.759 (overall: 50.078)
                                                                   
SET: rps=1000.0 (overall: 998.1) avg_msec=49.862 (overall: 50.078)
                                                                   
SET: rps=952.4 (overall: 998.0) avg_msec=52.398 (overall: 50.082)
                                                                  
SET: rps=980.0 (overall: 998.0) avg_msec=51.213 (overall: 50.083)
                                                                  
SET: rps=988.0 (overall: 997.9) avg_msec=49.995 (overall: 50.083)
                                                                  
SET: rps=996.0 (overall: 997.9) avg_msec=51.047 (overall: 50.085)
                                                                  
SET: rps=992.0 (overall: 997.9) avg_msec=50.030 (overall: 50.085)
                                                                  
SET: rps=1020.0 (overall: 998.0) avg_msec=49.359 (overall: 50.084)
                                                                   
SET: rps=1015.9 (overall: 998.0) avg_msec=48.975 (overall: 50.082)
                                                                   
SET: rps=992.0 (overall: 998.0) avg_msec=50.015 (overall: 50.082)
                                                                  
SET: rps=976.1 (overall: 997.9) avg_msec=51.406 (overall: 50.084)
                                                                  
SET: rps=1000.0 (overall: 997.9) avg_msec=50.331 (overall: 50.084)
                                                                   
SET: rps=1008.0 (overall: 998.0) avg_msec=49.396 (overall: 50.083)
                                                                   
SET: rps=1012.0 (overall: 998.0) avg_msec=49.509 (overall: 50.082)
                                                                   
SET: rps=1000.0 (overall: 998.0) avg_msec=49.807 (overall: 50.082)
                                                                   
SET: rps=980.1 (overall: 998.0) avg_msec=50.822 (overall: 50.083)
                                                                  
SET: rps=988.0 (overall: 997.9) avg_msec=50.841 (overall: 50.084)
                                                                  
SET: rps=972.1 (overall: 997.9) avg_msec=51.170 (overall: 50.086)
                                                                  
SET: rps=964.0 (overall: 997.8) avg_msec=52.114 (overall: 50.089)
                                                                  
SET: rps=948.2 (overall: 997.8) avg_msec=52.364 (overall: 50.093)
                                                                  
SET: rps=992.0 (overall: 997.7) avg_msec=50.483 (overall: 50.093)
                                                                  
SET: rps=808.0 (overall: 997.4) avg_msec=54.887 (overall: 50.100)
                                                                  
SET: rps=1031.9 (overall: 997.5) avg_msec=54.353 (overall: 50.107)
                                                                   
SET: rps=1012.0 (overall: 997.5) avg_msec=48.804 (overall: 50.105)
                                                                   
SET: rps=988.0 (overall: 997.5) avg_msec=50.833 (overall: 50.106)
                                                                  
SET: rps=996.0 (overall: 997.5) avg_msec=50.043 (overall: 50.106)
                                                                  
SET: rps=940.2 (overall: 997.4) avg_msec=52.838 (overall: 50.111)
                                                                  
SET: rps=944.0 (overall: 997.3) avg_msec=53.147 (overall: 50.115)
                                                                  
SET: rps=956.2 (overall: 997.2) avg_msec=52.533 (overall: 50.119)
                                                                  
SET: rps=1012.0 (overall: 997.3) avg_msec=49.482 (overall: 50.118)
                                                                   
SET: rps=1027.9 (overall: 997.3) avg_msec=48.683 (overall: 50.116)
                                                                   
SET: rps=972.0 (overall: 997.3) avg_msec=51.236 (overall: 50.118)
                                                                  
SET: rps=1000.0 (overall: 997.3) avg_msec=49.932 (overall: 50.117)
                                                                   
SET: rps=968.0 (overall: 997.2) avg_msec=51.395 (overall: 50.119)
                                                                  
